timestamp,ego_x,ego_y,ego_z,ego_roll,ego_pitch,ego_yaw,ego_velocity,ego_throttle,ego_brake,ego_steer,ego_lamp,obs0_x,obs0_y,obs0_z,obs0_roll,obs0_pitch,obs0_yaw,obs0_distance,obs0_tire_angle,obs0_lamp,obs1_x,obs1_y,obs1_z,obs1_roll,obs1_pitch,obs1_yaw,obs1_distance,obs1_tire_angle,obs1_lamp
0.136,-31.811,-391.414,0.034,0,0.001,1.561,11.317,0.414,0,0.001,0,-35.776,-388.662,0,0,0,1.56,1.788,0.057,0,-27.777,-388.752,0,0,0,1.56,1.906,0.057,0
0.182,-31.805,-390.898,0.034,0,0.001,1.561,11.334,0.414,0,0.001,0,-35.77,-388.142,0,0,0,1.56,1.788,0.057,0,-27.771,-388.232,0,0,0,1.56,1.906,0.057,0
0.227,-31.8,-390.384,0.035,0,0.001,1.561,11.326,0.414,0,0.001,0,-35.765,-387.632,0,0,0,1.56,1.788,0.057,0,-27.765,-387.722,0,0,0,1.56,1.907,0.057,0
0.272,-31.795,-389.869,0.035,0,0.001,1.561,11.318,0.076,0,0.001,0,-35.759,-387.112,0,0,0,1.56,1.787,0.057,0,-27.759,-387.202,0,0,0,1.56,1.908,0.057,0
0.318,-31.79,-389.355,0.035,0,0.001,1.561,11.31,0.076,0,0.001,0,-35.753,-386.602,0,0,0,1.56,1.786,0.057,0,-27.754,-386.692,0,0,0,1.56,1.908,0.057,0
0.363,-31.784,-388.841,0.035,0,0,1.56,11.302,0.067,0,0.001,0,-35.747,-386.082,0,0,0,1.559,1.788,0.057,0,-27.747,-386.172,0,0,0,1.559,1.906,0.057,0
0.409,-31.779,-388.328,0.035,0,0,1.56,11.294,0.067,0,0.001,0,-35.741,-385.572,0,0,0,1.559,1.787,0.057,0,-27.741,-385.662,0,0,0,1.559,1.907,0.057,0
0.455,-31.773,-387.814,0.035,0,0,1.56,11.287,0.082,0,0.001,0,-35.735,-385.062,0,0,0,1.559,1.787,0.057,0,-27.735,-385.152,0,0,0,1.559,1.907,0.057,0
0.5,-31.768,-387.302,0.035,0,0,1.56,11.279,0.082,0,0.001,0,-35.729,-384.552,0,0,0,1.559,1.786,0.057,0,-27.729,-384.642,0,0,0,1.559,1.908,0.057,0
0.546,-31.762,-386.789,0.035,0,0,1.56,11.271,0.098,0,0.001,0,-35.722,-384.032,0,0,0,1.559,1.785,0.057,0,-27.723,-384.122,0,0,0,1.559,1.908,0.057,0
0.591,-31.756,-386.277,0.035,0,0,1.56,11.263,0.098,0,0.001,0,-35.716,-383.522,0,0,0,1.559,1.785,0.057,0,-27.716,-383.612,0,0,0,1.559,1.909,0.057,0
0.636,-31.751,-385.766,0.035,0,0,1.559,11.255,0.113,0,0.001,0,-35.71,-383.012,0,0,0,1.559,1.789,0.057,0,-27.71,-383.102,0,0,0,1.559,1.909,0.057,0
0.682,-31.745,-385.254,0.035,0,0,1.559,11.293,0.113,0,0.001,0,-35.703,-382.502,0,0,0,1.558,1.786,0.057,0,-27.704,-382.592,0,0,0,1.558,1.907,0.057,0
0.727,-31.739,-384.737,0.035,0,0,1.559,11.388,0.113,0,0.001,0,-35.696,-381.972,0,0,0,1.558,1.785,0.057,0,-27.697,-382.082,0,0,0,1.558,1.908,0.057,0
0.773,-31.732,-384.218,0.035,0,0,1.559,11.44,0.137,0,0.001,0,-35.689,-381.452,0,0,0,1.558,1.785,0.057,0,-27.69,-381.562,0,0,0,1.558,1.908,0.057,0
0.819,-31.726,-383.697,0.035,0,0,1.559,11.46,0.137,0,0.001,0,-35.683,-380.932,0,0,0,1.558,1.785,0.057,0,-27.683,-381.042,0,0,0,1.558,1.909,0.057,0
0.863,-31.72,-383.177,0.035,0,0,1.559,11.454,0.003,0,0.001,0,-35.676,-380.412,0,0,0,1.558,1.784,0.057,0,-27.676,-380.522,0,0,0,1.558,1.91,0.057,0
0.91,-31.713,-382.657,0.035,0,0,1.559,11.425,0.003,0,0.001,0,-35.669,-379.892,0,0,0,1.558,1.784,0.057,0,-27.669,-380.002,0,0,0,1.558,1.91,0.057,0
0.955,-31.707,-382.139,0.035,0,0,1.558,11.38,0,0.007,0.001,1,-35.662,-379.372,0,0,0,1.557,1.786,0.057,0,-27.662,-379.482,0,0,0,1.557,1.909,0.057,0
1,-31.7,-381.624,0.035,0,0,1.558,11.323,0,0.007,0.001,1,-35.654,-378.862,0,0,0,1.557,1.785,0.057,0,-27.655,-378.972,0,0,0,1.557,1.909,0.057,0
1.046,-31.694,-381.111,0.035,0,0,1.558,11.258,0,0.003,0.001,1,-35.647,-378.342,0,0,0,1.557,1.784,0.057,0,-27.648,-378.452,0,0,0,1.557,1.91,0.057,0
1.092,-31.687,-380.601,0.035,0,0,1.558,11.189,0,0.003,0.001,1,-35.64,-377.833,0,0,0,1.557,1.784,0.057,0,-27.641,-377.943,0,0,0,1.557,1.91,0.057,0
1.137,-31.68,-380.095,0.035,0,0,1.558,11.119,0.132,0,0.001,0,-35.633,-377.333,0,0,0,1.557,1.784,0.057,0,-27.634,-377.443,0,0,0,1.557,1.91,0.057,0
1.182,-31.674,-379.592,0.035,0,0,1.558,11.052,0.132,0,0.001,0,-35.626,-376.823,0,0,0,1.557,1.783,0.057,0,-27.626,-376.933,0,0,0,1.557,1.912,0.057,0
1.227,-31.667,-379.091,0.035,0,0,1.557,10.988,0.132,0,0.001,0,-35.618,-376.323,0,0,0,1.557,1.786,0.057,0,-27.619,-376.433,0,0,0,1.557,1.911,0.057,0
1.273,-31.66,-378.594,0.035,0,0,1.557,10.927,0.272,0,0.001,0,-35.611,-375.833,0,0,0,1.556,1.784,0.057,0,-27.612,-375.943,0,0,0,1.556,1.909,0.057,0
1.318,-31.653,-378.099,0.035,0,-0.001,1.557,10.874,0.272,0,0.001,0,-35.604,-375.333,0,0,0,1.556,1.785,0.057,0,-27.604,-375.443,0,0,0,1.556,1.91,0.057,0
1.364,-31.646,-377.606,0.035,0,0,1.557,10.827,0.403,0,0.001,0,-35.596,-374.843,0,0,0,1.556,1.783,0.057,1,-27.597,-374.953,0,0,0,1.556,1.91,0.057,1
1.409,-31.639,-377.115,0.035,0,0,1.557,10.791,0.403,0,0.001,0,-35.589,-374.353,0,0,0,1.556,1.783,0.057,1,-27.59,-374.463,0,0,0,1.556,1.91,0.057,1
1.455,-31.632,-376.625,0.035,0,0,1.557,10.763,0.518,0,0.001,0,-35.581,-373.863,0,0,0,1.556,1.782,0.057,1,-27.582,-373.973,0,0,0,1.556,1.911,0.057,1
1.5,-31.625,-376.137,0.035,0,0,1.556,10.746,0.518,0,0.001,0,-35.574,-373.363,0,0,0,1.556,1.787,0.057,1,-27.575,-373.493,0,0,0,1.556,1.91,0.057,1
1.546,-31.618,-375.649,0.035,0,0,1.556,10.739,0.601,0,0.001,0,-35.566,-372.873,0,0,0,1.556,1.786,0.057,1,-27.567,-373.003,0,0,0,1.556,1.911,0.057,1
1.591,-31.611,-375.16,0.035,0,0,1.556,10.74,0.601,0,0.001,0,-35.558,-372.383,0,0,0,1.555,1.783,0.057,1,-27.559,-372.513,0,0,0,1.555,1.91,0.057,1
1.636,-31.603,-374.672,0.035,0,0,1.556,10.749,0.601,0,0.001,0,-35.55,-371.893,0,0,0,1.555,1.783,0.057,0,-27.552,-372.023,0,0,0,1.555,1.909,0.057,0
1.681,-31.596,-374.183,0.035,0,0,1.556,10.763,0.653,0,0.001,0,-35.543,-371.413,0,0,0,1.555,1.783,0.057,0,-27.544,-371.543,0,0,0,1.555,1.911,0.057,0
1.727,-31.588,-373.693,0.035,0,0,1.556,10.784,0.653,0,0.001,0,-35.535,-370.923,0,0,0,1.555,1.783,0.057,0,-27.536,-371.053,0,0,0,1.555,1.911,0.057,0
1.773,-31.581,-373.202,0.035,0,0,1.555,10.809,0.643,0,0.001,0,-35.527,-370.423,0,0,0,1.555,1.787,0.057,0,-27.528,-370.553,0,0,0,1.555,1.911,0.057,0
1.819,-31.573,-372.71,0.035,0,0,1.555,10.837,0.643,0,0.001,0,-35.519,-369.933,0,0,0,1.555,1.787,0.057,0,-27.52,-370.063,0,0,0,1.555,1.911,0.057,0
1.864,-31.565,-372.217,0.035,0,0,1.555,10.866,0.608,0,0.001,0,-35.51,-369.444,0,0,0,1.555,1.786,0.057,0,-27.512,-369.574,0,0,0,1.555,1.911,0.057,0
1.909,-31.557,-371.722,0.035,0,0,1.555,10.895,0.608,0,0.001,0,-35.502,-368.944,0,0,0,1.554,1.784,0.057,0,-27.503,-369.074,0,0,0,1.554,1.91,0.057,0
1.955,-31.549,-371.226,0.035,0,0,1.555,10.923,0.556,0,0.001,0,-35.494,-368.454,0,0,0,1.554,1.784,0.057,0,-27.495,-368.584,0,0,0,1.554,1.91,0.057,0
2,-31.541,-370.729,0.035,0,0,1.555,10.948,0.556,0,0.001,0,-35.485,-367.954,0,0,0,1.554,1.783,0.057,0,-27.486,-368.084,0,0,0,1.554,1.911,0.057,0
2.045,-31.533,-370.23,0.035,0,0,1.555,10.97,0.498,0,0.001,0,-35.477,-367.454,0,0,0,1.554,1.783,0.057,0,-27.478,-367.584,0,0,0,1.554,1.911,0.057,0
2.091,-31.525,-369.731,0.035,0,0,1.554,10.988,0.498,0,0.001,0,-35.468,-366.954,0,0,0,1.554,1.787,0.057,0,-27.469,-367.084,0,0,0,1.554,1.911,0.057,0
2.136,-31.517,-369.232,0.035,0,0,1.554,11.003,0.498,0,0.001,0,-35.459,-366.454,0,0,0,1.554,1.786,0.057,0,-27.46,-366.584,0,0,0,1.554,1.912,0.057,0
2.182,-31.508,-368.731,0.035,0,0,1.554,11.013,0.423,0,0.001,0,-35.45,-365.954,0,0,0,1.553,1.784,0.057,0,-27.451,-366.084,0,0,0,1.553,1.91,0.057,0
2.227,-31.5,-368.23,0.035,0,0,1.554,11.019,0.423,0,0.001,0,-35.441,-365.454,0,0,0,1.553,1.783,0.057,0,-27.443,-365.584,0,0,0,1.553,1.91,0.057,0
2.273,-31.491,-367.73,0.035,0,0,1.554,11.02,0.391,0,0.001,0,-35.432,-364.944,0,0,0,1.553,1.783,0.057,0,-27.434,-365.094,0,0,0,1.553,1.91,0.057,0
2.318,-31.482,-367.229,0.035,0,0,1.554,11.016,0.391,0,0.001,0,-35.423,-364.444,0,0,0,1.553,1.783,0.057,0,-27.425,-364.594,0,0,0,1.553,1.91,0.057,0
2.364,-31.474,-366.728,0.035,0,0,1.553,11.01,0.374,0,0.001,0,-35.414,-363.944,0,0,0,1.553,1.786,0.057,0,-27.416,-364.094,0,0,0,1.553,1.91,0.057,0
2.41,-31.465,-366.228,0.035,0,0,1.553,11,0.374,0,0.001,0,-35.405,-363.444,0,0,0,1.553,1.786,0.057,0,-27.406,-363.594,0,0,0,1.553,1.911,0.057,0
2.454,-31.456,-365.729,0.035,0,0,1.553,10.988,0.377,0,0.001,0,-35.396,-362.945,0,0,0,1.553,1.786,0.057,0,-27.397,-363.095,0,0,0,1.553,1.911,0.057,0
2.5,-31.447,-365.23,0.035,0,0,1.553,10.975,0.377,0,0.001,0,-35.386,-362.445,0,0,0,1.552,1.784,0.057,0,-27.388,-362.595,0,0,0,1.552,1.91,0.057,0
2.546,-31.438,-364.732,0.035,0,0,1.553,10.961,0.405,0,0.001,0,-35.377,-361.945,0,0,0,1.552,1.784,0.057,0,-27.378,-362.095,0,0,0,1.552,1.911,0.057,0
2.591,-31.429,-364.234,0.035,0,0,1.553,10.948,0.405,0,0.001,0,-35.367,-361.445,0,0,0,1.552,1.783,0.057,0,-27.369,-361.595,0,0,0,1.552,1.91,0.057,0
2.637,-31.42,-363.737,0.035,0,0,1.553,10.936,0.405,0,0.001,0,-35.358,-360.955,0,0,0,1.552,1.783,0.057,0,-27.359,-361.105,0,0,0,1.552,1.912,0.057,0
2.682,-31.411,-363.24,0.035,0,0,1.552,10.924,0.432,0,0.001,0,-35.348,-360.455,0,0,0,1.552,1.786,0.057,0,-27.35,-360.605,0,0,0,1.552,1.911,0.057,0
2.728,-31.401,-362.744,0.035,0,0,1.552,10.914,0.432,0,0.001,0,-35.339,-359.955,0,0,0,1.552,1.787,0.057,0,-27.34,-360.105,0,0,0,1.552,1.911,0.057,0
2.773,-31.392,-362.248,0.035,0,0,1.552,10.906,0.458,0,0.001,0,-35.329,-359.465,0,0,0,1.552,1.786,0.057,0,-27.33,-359.615,0,0,0,1.552,1.912,0.057,0
2.818,-31.383,-361.753,0.035,0,0,1.552,10.899,0.458,0,0.001,0,-35.319,-358.965,0,0,0,1.551,1.783,0.057,0,-27.32,-359.115,0,0,0,1.551,1.911,0.057,0
2.864,-31.373,-361.258,0.035,0,0,1.552,10.894,0.48,0,0.001,0,-35.309,-358.475,0,0,0,1.551,1.783,0.057,0,-27.311,-358.625,0,0,0,1.551,1.91,0.057,0
2.909,-31.364,-360.763,0.035,0,0,1.552,10.892,0.48,0,0.001,0,-35.299,-357.975,0,0,0,1.551,1.782,0.057,0,-27.301,-358.125,0,0,0,1.551,1.911,0.057,0
2.955,-31.354,-360.268,0.035,0,0,1.551,10.891,0.495,0,0.001,0,-35.289,-357.486,0,0,0,1.551,1.787,0.057,0,-27.291,-357.636,0,0,0,1.551,1.91,0.057,0
3,-31.344,-359.773,0.035,0,0,1.551,10.892,0.495,0,0.001,0,-35.279,-356.976,0,0,0,1.551,1.787,0.057,0,-27.281,-357.146,0,0,0,1.551,1.91,0.057,0
3.046,-31.334,-359.277,0.035,0,0,1.551,10.895,0.495,0,0.001,0,-35.269,-356.486,0,0,0,1.551,1.787,0.057,0,-27.271,-356.656,0,0,0,1.551,1.91,0.057,0
3.092,-31.325,-358.782,0.035,0,0,1.551,10.898,0.503,0,0.001,0,-35.259,-355.986,0,0,0,1.55,1.784,0.057,0,-27.26,-356.156,0,0,0,1.55,1.91,0.057,0
3.136,-31.315,-358.287,0.035,0,0,1.551,10.903,0.503,0,0.001,0,-35.248,-355.496,0,0,0,1.55,1.783,0.057,0,-27.25,-355.666,0,0,0,1.55,1.91,0.057,0
3.182,-31.305,-357.791,0.035,0,0,1.551,10.908,0.5,0,0.001,0,-35.238,-354.996,0,0,0,1.55,1.783,0.057,0,-27.24,-355.166,0,0,0,1.55,1.91,0.057,0
3.227,-31.295,-357.295,0.035,0,0,1.551,10.914,0.5,0,0.001,0,-35.227,-354.496,0,0,0,1.55,1.782,0.057,0,-27.229,-354.666,0,0,0,1.55,1.911,0.057,0
3.273,-31.284,-356.799,0.035,0,0,1.55,10.92,0.492,0,0.001,0,-35.217,-354.006,0,0,0,1.55,1.788,0.057,0,-27.219,-354.176,0,0,0,1.55,1.91,0.057,0
3.319,-31.274,-356.303,0.035,0,0,1.55,10.925,0.492,0,0.001,0,-35.206,-353.506,0,0,0,1.55,1.787,0.057,0,-27.208,-353.676,0,0,0,1.55,1.91,0.057,0
3.364,-31.264,-355.806,0.035,0,0,1.55,10.93,0.481,0,0.001,0,-35.196,-353.017,0,0,0,1.55,1.787,0.057,0,-27.198,-353.187,0,0,0,1.55,1.911,0.057,0
3.409,-31.253,-355.309,0.035,0,0,1.55,10.935,0.481,0,0.001,0,-35.185,-352.517,0,0,0,1.549,1.785,0.057,0,-27.187,-352.687,0,0,0,1.549,1.909,0.057,0
3.455,-31.243,-354.812,0.035,0,0,1.55,10.939,0.47,0,0.001,0,-35.174,-352.017,0,0,0,1.549,1.784,0.057,0,-27.176,-352.187,0,0,0,1.549,1.91,0.057,0
3.5,-31.232,-354.315,0.035,0,0,1.55,10.942,0.47,0,0.001,0,-35.163,-351.517,0,0,0,1.549,1.784,0.057,0,-27.165,-351.687,0,0,0,1.549,1.91,0.057,0
3.546,-31.222,-353.818,0.035,0,0,1.55,10.945,0.47,0,0.001,0,-35.152,-351.027,0,0,0,1.549,1.783,0.057,0,-27.154,-351.197,0,0,0,1.549,1.911,0.057,0
3.591,-31.211,-353.32,0.035,0,0,1.549,10.946,0.456,0,0.001,0,-35.141,-350.527,0,0,0,1.549,1.787,0.057,0,-27.143,-350.697,0,0,0,1.549,1.91,0.057,0
3.637,-31.2,-352.823,0.035,0,0,1.549,10.947,0.456,0,0.001,0,-35.13,-350.027,0,0,0,1.549,1.788,0.057,0,-27.132,-350.197,0,0,0,1.549,1.91,0.057,0
3.682,-31.19,-352.325,0.035,0,0,1.549,10.947,0.451,0,0.001,0,-35.119,-349.527,0,0,0,1.549,1.787,0.057,0,-27.12,-349.697,0,0,0,1.549,1.912,0.057,0
3.727,-31.179,-351.828,0.035,0,0,1.549,10.946,0.451,0,0.001,0,-35.107,-349.038,0,0,0,1.548,1.784,0.057,0,-27.109,-349.208,0,0,0,1.548,1.91,0.057,0
3.773,-31.168,-351.33,0.035,0,0,1.549,10.945,0.449,0,0.001,0,-35.096,-348.528,0,0,0,1.548,1.784,0.057,0,-27.098,-348.718,0,0,0,1.548,1.91,0.057,0
3.818,-31.157,-350.833,0.035,0,0,1.549,10.943,0.449,0,0.001,0,-35.084,-348.028,0,0,0,1.548,1.783,0.057,0,-27.087,-348.218,0,0,0,1.548,1.91,0.057,0
3.864,-31.145,-350.336,0.035,0,0,1.549,10.941,0.45,0,0.001,0,-35.073,-347.528,0,0,0,1.548,1.784,0.057,0,-27.075,-347.718,0,0,0,1.548,1.91,0.057,0
3.91,-31.134,-349.839,0.035,0,0,1.548,10.938,0.45,0,0.001,0,-35.061,-347.038,0,0,0,1.548,1.787,0.057,0,-27.064,-347.228,0,0,0,1.548,1.909,0.057,0
3.954,-31.123,-349.342,0.035,0,0,1.548,10.936,0.455,0,0.001,0,-35.049,-346.538,0,0,0,1.548,1.786,0.057,0,-27.052,-346.728,0,0,0,1.548,1.91,0.057,0
4,-31.112,-348.845,0.035,0,0,1.548,10.933,0.455,0,0.001,0,-35.038,-346.038,0,0,0,1.548,1.786,0.057,0,-27.04,-346.228,0,0,0,1.548,1.911,0.057,0
4.046,-31.1,-348.348,0.035,0,0,1.548,10.931,0.455,0,0.001,0,-35.026,-345.548,0,0,0,1.547,1.785,0.057,0,-27.028,-345.738,0,0,0,1.547,1.91,0.057,0
4.091,-31.089,-347.851,0.035,0,0,1.548,10.929,0.461,0,0.001,0,-35.014,-345.049,0,0,0,1.547,1.784,0.057,0,-27.016,-345.239,0,0,0,1.547,1.911,0.057,0
4.137,-31.077,-347.355,0.035,0,0,1.548,10.927,0.461,0,0.001,0,-35.002,-344.549,0,0,0,1.547,1.784,0.057,0,-27.004,-344.739,0,0,0,1.547,1.91,0.057,0
4.182,-31.065,-346.858,0.035,0,0,1.547,10.926,0.465,0,0.001,0,-34.99,-344.059,0,0,0,1.547,1.788,0.057,0,-26.992,-344.249,0,0,0,1.547,1.91,0.057,0
4.228,-31.054,-346.362,0.035,0,0,1.547,10.925,0.465,0,0.001,0,-34.978,-343.559,0,0,0,1.547,1.787,0.057,0,-26.98,-343.749,0,0,0,1.547,1.911,0.057,0
4.273,-31.042,-345.865,0.035,0,0,1.547,10.924,0.469,0,0.001,0,-34.966,-343.059,0,0,0,1.547,1.787,0.057,0,-26.968,-343.249,0,0,0,1.547,1.911,0.057,0
4.318,-31.03,-345.369,0.035,0,0,1.547,10.924,0.469,0,0.001,0,-34.954,-342.569,0,0,0,1.546,1.785,0.057,0,-26.956,-342.759,0,0,0,1.546,1.909,0.057,0
4.363,-31.018,-344.873,0.035,0,0,1.547,10.924,0.472,0,0.001,0,-34.941,-342.07,0,0,0,1.546,1.784,0.057,0,-26.944,-342.259,0,0,0,1.546,1.909,0.057,0
4.409,-31.006,-344.376,0.035,0,0,1.547,10.924,0.472,0,0.001,0,-34.929,-341.57,0,0,0,1.546,1.784,0.057,0,-26.931,-341.76,0,0,0,1.546,1.91,0.057,0
4.455,-30.994,-343.88,0.035,0,0,1.547,10.925,0.472,0,0.001,0,-34.916,-341.08,0,0,0,1.546,1.783,0.057,0,-26.919,-341.27,0,0,0,1.546,1.91,0.057,0
4.5,-30.982,-343.383,0.035,0,0,1.546,10.926,0.473,0,0.001,0,-34.904,-340.58,0,0,0,1.546,1.788,0.057,0,-26.906,-340.77,0,0,0,1.546,1.91,0.057,0
4.545,-30.97,-342.887,0.035,0,0,1.546,10.927,0.473,0,0.001,0,-34.891,-340.07,0,0,0,1.546,1.787,0.057,0,-26.894,-340.28,0,0,0,1.546,1.91,0.057,0
4.591,-30.957,-342.39,0.035,0,0,1.546,10.928,0.472,0,0.001,0,-34.878,-339.58,0,0,0,1.546,1.787,0.057,0,-26.881,-339.79,0,0,0,1.546,1.91,0.057,0
4.636,-30.945,-341.894,0.035,0,0,1.546,10.929,0.472,0,0.001,0,-34.866,-339.08,0,0,0,1.545,1.785,0.057,0,-26.868,-339.29,0,0,0,1.545,1.909,0.057,0
4.683,-30.933,-341.397,0.035,0,0,1.546,10.93,0.47,0,0.001,0,-34.853,-338.581,0,0,0,1.545,1.784,0.057,0,-26.855,-338.791,0,0,0,1.545,1.91,0.057,0
4.728,-30.92,-340.9,0.035,0,0,1.546,10.931,0.47,0,0.001,0,-34.84,-338.091,0,0,0,1.545,1.784,0.057,0,-26.843,-338.301,0,0,0,1.545,1.909,0.057,0
4.773,-30.907,-340.403,0.035,0,0,1.546,10.932,0.468,0,0.001,0,-34.827,-337.591,0,0,0,1.545,1.784,0.057,0,-26.83,-337.801,0,0,0,1.545,1.909,0.057,0
4.819,-30.895,-339.907,0.035,0,0,1.545,10.933,0.468,0,0.001,0,-34.814,-337.091,0,0,0,1.545,1.788,0.057,0,-26.816,-337.301,0,0,0,1.545,1.91,0.057,0
4.864,-30.882,-339.41,0.035,0,0,1.545,10.934,0.466,0,0.001,0,-34.8,-336.591,0,0,0,1.545,1.787,0.057,0,-26.803,-336.801,0,0,0,1.545,1.91,0.057,0
4.91,-30.869,-338.913,0.035,0,0,1.545,10.935,0.466,0,0.001,0,-34.787,-336.101,0,0,0,1.545,1.787,0.057,0,-26.79,-336.311,0,0,0,1.545,1.911,0.057,0
4.955,-30.856,-338.416,0.035,0,0,1.545,10.935,0.466,0,0.001,0,-34.774,-335.602,0,0,0,1.544,1.785,0.057,0,-26.777,-335.812,0,0,0,1.544,1.909,0.057,0
5,-30.843,-337.919,0.035,0,0,1.545,10.935,0.464,0,0.001,0,-34.761,-335.102,0,0,0,1.544,1.785,0.057,0,-26.763,-335.312,0,0,0,1.544,1.909,0.057,0
5.045,-30.83,-337.422,0.035,0,0,1.545,10.936,0.464,0,0.001,0,-34.747,-334.612,0,0,0,1.544,1.784,0.057,0,-26.75,-334.822,0,0,0,1.544,1.91,0.057,0
5.091,-30.817,-336.925,0.035,0,0,1.545,10.936,0.463,0,0.001,0,-34.734,-334.112,0,0,0,1.544,1.784,0.057,0,-26.737,-334.322,0,0,0,1.544,1.91,0.057,0
5.137,-30.804,-336.429,0.035,0,0,1.544,10.935,0.463,0,0.001,0,-34.72,-333.612,0,0,0,1.544,1.788,0.057,0,-26.723,-333.822,0,0,0,1.544,1.91,0.057,0
5.182,-30.791,-335.932,0.035,0,0,1.544,10.935,0.463,0,0.001,0,-34.707,-333.123,0,0,0,1.544,1.787,0.057,0,-26.709,-333.333,0,0,0,1.544,1.911,0.057,0
5.228,-30.777,-335.435,0.035,0,0,1.544,10.935,0.463,0,0.001,0,-34.693,-332.623,0,0,0,1.543,1.786,0.057,0,-26.696,-332.833,0,0,0,1.543,1.908,0.057,0
5.273,-30.764,-334.938,0.035,0,0,1.544,10.935,0.463,0,0.001,0,-34.679,-332.123,0,0,0,1.543,1.785,0.057,0,-26.682,-332.333,0,0,0,1.543,1.909,0.057,0
5.318,-30.75,-334.441,0.035,0,0,1.544,10.934,0.463,0,0.001,0,-34.665,-331.613,0,0,0,1.543,1.785,0.057,0,-26.668,-331.843,0,0,0,1.543,1.909,0.057,0
5.363,-30.737,-333.944,0.035,0,0,1.544,10.934,0.464,0,0.001,0,-34.651,-331.123,0,0,0,1.543,1.784,0.057,0,-26.654,-331.353,0,0,0,1.543,1.91,0.057,0
5.409,-30.723,-333.448,0.035,0,0,1.543,10.933,0.464,0,0.001,0,-34.637,-330.624,0,0,0,1.543,1.788,0.057,0,-26.64,-330.854,0,0,0,1.543,1.909,0.057,0
5.455,-30.709,-332.951,0.035,0,0,1.543,10.933,0.464,0,0.001,0,-34.623,-330.124,0,0,0,1.543,1.789,0.057,0,-26.626,-330.354,0,0,0,1.543,1.909,0.057,0
5.501,-30.696,-332.454,0.035,0,0,1.543,10.933,0.465,0,0.001,0,-34.609,-329.634,0,0,0,1.543,1.787,0.057,0,-26.612,-329.864,0,0,0,1.543,1.91,0.057,0
5.545,-30.682,-331.957,0.035,0,0,1.543,10.932,0.465,0,0.001,0,-34.594,-329.134,0,0,0,1.542,1.785,0.057,0,-26.598,-329.364,0,0,0,1.542,1.908,0.057,0
