timestamp,ego_x,ego_y,ego_z,ego_roll,ego_pitch,ego_yaw,ego_velocity,ego_throttle,ego_brake,ego_steer,ego_lamp,obs0_x,obs0_y,obs0_z,obs0_roll,obs0_pitch,obs0_yaw,obs0_distance,obs0_tire_angle,obs0_lamp,obs1_x,obs1_y,obs1_z,obs1_roll,obs1_pitch,obs1_yaw,obs1_distance,obs1_tire_angle,obs1_lamp
11.137,-28.415,-270.846,0.035,0,0,1.525,10.943,0.466,0,0.001,0,-32.275,-267.959,0,0,0,1.524,1.784,0.057,0,-23.96,-257.407,0,0,0,1.584,7.429,-2.12,0
11.182,-28.392,-270.349,0.035,0,0,1.525,10.943,0.466,0,0.001,0,-32.251,-267.46,0,0,0,1.524,1.783,0.057,0,-23.981,-256.797,0,0,0,1.592,7.522,-2.12,0
11.228,-28.369,-269.853,0.035,0,0,1.524,10.943,0.466,0,0.001,0,-32.228,-266.96,0,0,0,1.524,1.788,0.057,0,-24.008,-256.188,0,0,0,1.6,7.614,-1.891,0
11.273,-28.346,-269.356,0.035,0,0,1.524,10.943,0.466,0,0.001,0,-32.204,-266.461,0,0,0,1.524,1.787,0.057,0,-24.038,-255.578,0,0,0,1.608,7.705,-1.891,0
11.319,-28.322,-268.859,0.035,0,0,1.524,10.943,0.466,0,0.001,0,-32.181,-265.971,0,0,0,1.524,1.787,0.057,0,-24.072,-254.969,0,0,0,1.615,7.796,-1.719,0
11.364,-28.299,-268.362,0.035,0,0,1.524,10.943,0.466,0,0.001,0,-32.157,-265.472,0,0,0,1.523,1.785,0.057,0,-24.11,-254.36,0,0,0,1.622,7.886,-1.719,0
11.409,-28.276,-267.865,0.035,0,0,1.524,10.943,0.466,0,0.001,0,-32.133,-264.962,0,0,0,1.523,1.784,0.057,0,-24.151,-253.761,0,0,0,1.628,7.968,-1.547,0
11.455,-28.252,-267.368,0.035,0,0,1.524,10.943,0.466,0,0.001,0,-32.109,-264.463,0,0,0,1.523,1.784,0.057,0,-24.195,-253.153,0,0,0,1.634,8.057,-1.375,0
11.5,-28.229,-266.871,0.035,0,0,1.524,10.943,0.466,0,0.001,0,-32.085,-263.973,0,0,0,1.523,1.783,0.057,0,-24.242,-252.555,0,0,0,1.639,8.138,-1.375,0
11.546,-28.205,-266.374,0.035,0,0,1.523,10.943,0.466,0,0.001,0,-32.061,-263.474,0,0,0,1.523,1.788,0.057,0,-24.291,-251.957,0,0,0,1.644,8.22,-1.203,0
11.591,-28.181,-265.878,0.035,0,0,1.523,10.943,0.466,0,0.001,0,-32.037,-262.975,0,0,0,1.523,1.788,0.057,0,-24.342,-251.369,0,0,0,1.649,8.292,-1.203,0
11.637,-28.158,-265.381,0.035,0,0,1.523,10.943,0.466,0,0.001,0,-32.012,-262.475,0,0,0,1.523,1.786,0.057,0,-24.396,-250.771,0,0,0,1.653,8.375,-1.089,0
11.682,-28.134,-264.884,0.035,0,0,1.523,10.944,0.466,0,0.001,0,-31.988,-261.986,0,0,0,1.522,1.784,0.057,0,-24.451,-250.184,0,0,0,1.657,8.447,-1.089,0
11.728,-28.11,-264.387,0.035,0,0,1.523,10.944,0.466,0,0.001,0,-31.964,-261.486,0,0,0,1.522,1.784,0.057,0,-24.507,-249.597,0,0,0,1.661,8.519,-0.917,1
11.773,-28.086,-263.89,0.035,0,0,1.523,10.944,0.466,0,0.001,0,-31.94,-260.987,0,0,0,1.522,1.784,0.057,0,-24.566,-249.01,0,0,0,1.664,8.593,-0.802,1
11.819,-28.062,-263.393,0.035,0,0,1.523,10.944,0.466,0,0.001,0,-31.915,-260.488,0,0,0,1.522,1.783,0.057,0,-24.625,-248.433,0,0,0,1.667,8.658,-0.802,1
11.864,-28.038,-262.896,0.035,0,0,1.522,10.944,0.466,0,0.001,0,-31.891,-259.998,0,0,0,1.522,1.787,0.057,0,-24.687,-247.846,0,0,0,1.67,8.734,-0.688,1
11.909,-28.013,-262.399,0.035,0,0,1.522,10.944,0.466,0,0.001,0,-31.866,-259.499,0,0,0,1.522,1.787,0.057,0,-24.748,-247.269,0,0,0,1.673,8.8,-0.688,1
11.956,-27.989,-261.903,0.035,0,0,1.522,10.944,0.466,0,0.001,0,-31.841,-258.999,0,0,0,1.521,1.785,0.057,0,-24.811,-246.692,0,0,0,1.675,8.869,-0.401,1
12.001,-27.965,-261.406,0.035,0,0,1.522,10.944,0.466,0,0.001,0,-31.816,-258.5,0,0,0,1.521,1.784,0.057,0,-24.872,-246.126,0,0,0,1.676,8.927,-0.401,1
12.046,-27.94,-260.909,0.035,0,0,1.522,10.944,0.466,0,0.001,0,-31.792,-258.011,0,0,0,1.521,1.784,0.057,0,-24.934,-245.549,0,0,0,1.677,8.997,-0.115,1
12.092,-27.916,-260.412,0.035,0,0,1.522,10.944,0.466,0,0.001,0,-31.767,-257.511,0,0,0,1.521,1.784,0.057,0,-24.995,-244.982,0,0,0,1.677,9.058,-0.115,1
12.136,-27.891,-259.915,0.035,0,0,1.521,10.944,0.466,0,0.001,0,-31.742,-257.012,0,0,0,1.521,1.788,0.057,0,-25.054,-244.415,0,0,0,1.677,9.122,0.115,1
12.182,-27.867,-259.418,0.035,0,0,1.521,10.944,0.466,0,0.001,0,-31.716,-256.503,0,0,0,1.521,1.787,0.057,0,-25.114,-243.848,0,0,0,1.676,9.186,0.344,1
12.227,-27.842,-258.921,0.035,0,0,1.521,10.944,0.466,0,0.001,0,-31.691,-256.013,0,0,0,1.521,1.786,0.057,0,-25.172,-243.281,0,0,0,1.675,9.251,0.344,1
12.273,-27.817,-258.424,0.035,0,0,1.521,10.945,0.466,0,0.001,0,-31.666,-255.514,0,0,0,1.52,1.785,0.057,0,-25.228,-242.714,0,0,0,1.673,9.318,0.516,0
12.318,-27.792,-257.928,0.035,0,0,1.521,10.945,0.466,0,0.001,0,-31.641,-255.015,0,0,0,1.52,1.785,0.057,0,-25.283,-242.157,0,0,0,1.671,9.376,0.516,0
12.364,-27.767,-257.431,0.035,0,0,1.521,10.945,0.466,0,0.001,0,-31.615,-254.515,0,0,0,1.52,1.784,0.057,0,-25.335,-241.599,0,0,0,1.669,9.435,0.688,0
12.41,-27.742,-256.934,0.035,0,0,1.521,10.945,0.466,0,0.001,0,-31.59,-254.026,0,0,0,1.52,1.784,0.057,0,-25.386,-241.042,0,0,0,1.667,9.492,0.688,0
12.455,-27.717,-256.437,0.035,0,0,1.52,10.945,0.466,0,0.001,0,-31.564,-253.526,0,0,0,1.52,1.787,0.057,0,-25.436,-240.484,0,0,0,1.664,9.552,0.802,0
12.5,-27.692,-255.94,0.035,0,0,1.52,10.945,0.466,0,0.001,0,-31.539,-253.027,0,0,0,1.52,1.787,0.057,0,-25.482,-239.936,0,0,0,1.661,9.601,0.802,0
12.546,-27.667,-255.443,0.035,0,0,1.52,10.945,0.466,0,0.001,0,-31.513,-252.528,0,0,0,1.52,1.787,0.057,0,-25.527,-239.388,0,0,0,1.658,9.651,0.917,1
12.591,-27.641,-254.946,0.035,0,0,1.52,10.945,0.466,0,0.001,0,-31.488,-252.038,0,0,0,1.519,1.785,0.057,0,-25.57,-238.829,0,0,0,1.655,9.711,0.917,1
12.637,-27.616,-254.449,0.035,0,0,1.52,10.945,0.466,0,0.001,0,-31.462,-251.539,0,0,0,1.519,1.785,0.057,0,-25.61,-238.291,0,0,0,1.651,9.751,0.974,1
12.682,-27.59,-253.952,0.035,0,0,1.52,10.945,0.466,0,0.001,0,-31.436,-251.04,0,0,0,1.519,1.785,0.057,0,-25.649,-237.742,0,0,0,1.648,9.802,0.974,1
12.728,-27.565,-253.456,0.035,0,0,1.52,10.945,0.466,0,0.001,0,-31.41,-250.54,0,0,0,1.519,1.784,0.057,0,-25.684,-237.203,0,0,0,1.644,9.845,1.089,1
12.773,-27.539,-252.959,0.035,0,0,1.519,10.945,0.466,0,0.001,0,-31.384,-250.051,0,0,0,1.519,1.788,0.057,0,-25.718,-236.654,0,0,0,1.64,9.897,1.089,1
12.819,-27.514,-252.462,0.035,0,0,1.519,10.945,0.466,0,0.001,0,-31.358,-249.552,0,0,0,1.519,1.787,0.057,0,-25.75,-236.115,0,0,0,1.636,9.938,1.089,0
12.864,-27.488,-251.965,0.035,0,0,1.519,10.945,0.466,0,0.001,0,-31.331,-249.053,0,0,0,1.519,1.786,0.057,0,-25.779,-235.576,0,0,0,1.633,9.98,1.146,0
12.909,-27.462,-251.468,0.035,0,0,1.519,10.946,0.466,0,0.001,0,-31.305,-248.553,0,0,0,1.518,1.784,0.057,0,-25.805,-235.047,0,0,0,1.629,10.012,1.146,0
12.955,-27.436,-250.971,0.035,0,0,1.519,10.946,0.466,0,0.001,0,-31.279,-248.054,0,0,0,1.518,1.785,0.057,0,-25.83,-234.507,0,0,0,1.625,10.055,1.146,0
13,-27.41,-250.474,0.035,0,0,1.519,10.946,0.466,0,0.001,0,-31.252,-247.555,0,0,0,1.518,1.784,0.057,0,-25.852,-233.977,0,0,0,1.621,10.088,1.146,0
13.046,-27.384,-249.977,0.035,0,0,1.518,10.946,0.466,0,0.001,0,-31.225,-247.055,0,0,0,1.518,1.787,0.057,0,-25.872,-233.448,0,0,0,1.617,10.121,1.146,0
13.091,-27.358,-249.481,0.035,0,0,1.518,10.946,0.466,0,0.001,0,-31.199,-246.556,0,0,0,1.518,1.788,0.057,0,-25.89,-232.918,0,0,0,1.613,10.155,1.146,1
13.137,-27.332,-248.984,0.035,0,0,1.518,10.946,0.466,0,0.001,0,-31.173,-246.067,0,0,0,1.518,1.787,0.057,0,-25.905,-232.398,0,0,0,1.609,10.179,1.146,1
13.183,-27.305,-248.487,0.035,0,0,1.518,10.946,0.466,0,0.001,0,-31.146,-245.567,0,0,0,1.517,1.785,0.057,0,-25.919,-231.868,0,0,0,1.605,10.213,1.146,1
13.227,-27.279,-247.99,0.035,0,0,1.518,10.946,0.466,0,0.001,0,-31.119,-245.068,0,0,0,1.517,1.785,0.057,0,-25.931,-231.349,0,0,0,1.601,10.236,1.146,1
13.273,-27.252,-247.493,0.035,0,0,1.518,10.946,0.466,0,0.001,0,-31.092,-244.569,0,0,0,1.517,1.785,0.057,0,-25.94,-230.829,0,0,0,1.597,10.26,1.146,1
13.318,-27.226,-246.997,0.035,0,0,1.518,10.946,0.466,0,0.001,0,-31.065,-244.08,0,0,0,1.517,1.783,0.057,0,-25.948,-230.309,0,0,0,1.593,10.285,1.146,1
13.365,-27.199,-246.5,0.035,0,0,1.517,10.946,0.466,0,0.001,0,-31.038,-243.58,0,0,0,1.517,1.788,0.057,0,-25.953,-229.799,0,0,0,1.59,10.299,1.146,1
13.409,-27.173,-246.003,0.035,0,0,1.517,10.946,0.466,0,0.001,0,-31.011,-243.081,0,0,0,1.517,1.787,0.057,0,-25.957,-229.279,0,0,0,1.586,10.323,1.089,1
13.455,-27.146,-245.506,0.035,0,0,1.517,10.946,0.466,0,0.001,0,-30.984,-242.582,0,0,0,1.517,1.787,0.057,0,-25.959,-228.769,0,0,0,1.582,10.338,1.089,1
13.5,-27.119,-245.009,0.035,0,0,1.517,10.946,0.466,0,0.001,0,-30.957,-242.093,0,0,0,1.516,1.785,0.057,0,-25.959,-228.259,0,0,0,1.579,10.352,1.031,1
13.546,-27.092,-244.512,0.035,0,0,1.517,10.947,0.466,0,0.001,0,-30.93,-241.593,0,0,0,1.516,1.785,0.057,0,-25.958,-227.759,0,0,0,1.575,10.357,1.031,1
13.592,-27.065,-244.016,0.035,0,0,1.517,10.947,0.466,0,0.001,0,-30.902,-241.094,0,0,0,1.516,1.784,0.057,0,-25.955,-227.249,0,0,0,1.572,10.372,1.031,1
13.637,-27.038,-243.519,0.035,0,0,1.517,10.947,0.466,0,0.001,0,-30.875,-240.595,0,0,0,1.516,1.784,0.057,0,-25.95,-226.749,0,0,0,1.569,10.376,1.031,0
13.683,-27.011,-243.022,0.035,0,0,1.516,10.947,0.466,0,0.001,0,-30.847,-240.106,0,0,0,1.516,1.787,0.057,0,-25.944,-226.239,0,0,0,1.566,10.39,0.974,0
13.728,-26.984,-242.525,0.035,0,0,1.516,10.947,0.466,0,0.001,0,-30.819,-239.596,0,0,0,1.516,1.787,0.057,0,-25.936,-225.739,0,0,0,1.562,10.395,0.974,0
13.773,-26.957,-242.028,0.035,0,0,1.516,10.947,0.466,0,0.001,0,-30.791,-239.097,0,0,0,1.516,1.786,0.057,0,-25.927,-225.229,0,0,0,1.559,10.409,0.917,0
13.819,-26.929,-241.531,0.035,0,0,1.516,10.947,0.466,0,0.001,0,-30.764,-238.598,0,0,0,1.515,1.786,0.057,0,-25.917,-224.729,0,0,0,1.556,10.414,0.917,0
13.864,-26.902,-241.035,0.035,0,0,1.516,10.947,0.466,0,0.001,0,-30.736,-238.109,0,0,0,1.515,1.784,0.057,0,-25.905,-224.219,0,0,0,1.554,10.429,0.859,0
13.909,-26.874,-240.538,0.035,0,0,1.516,10.947,0.466,0,0.001,0,-30.708,-237.609,0,0,0,1.515,1.784,0.057,0,-25.892,-223.719,0,0,0,1.551,10.434,0.859,0
13.955,-26.847,-240.041,0.035,0,0,1.516,10.947,0.466,0,0.001,0,-30.68,-237.11,0,0,0,1.515,1.784,0.057,0,-25.877,-223.209,0,0,0,1.548,10.449,0.802,0
14.001,-26.819,-239.544,0.035,0,0,1.515,10.947,0.466,0,0.001,0,-30.652,-236.611,0,0,0,1.515,1.788,0.057,0,-25.862,-222.71,0,0,0,1.545,10.452,0.802,0
14.045,-26.792,-239.047,0.035,0,0,1.515,10.947,0.466,0,0.001,0,-30.624,-236.122,0,0,0,1.515,1.787,0.057,0,-25.845,-222.2,0,0,0,1.543,10.466,0.745,0
14.091,-26.764,-238.551,0.035,0,0,1.515,10.947,0.466,0,0.001,0,-30.596,-235.623,0,0,0,1.514,1.785,0.057,0,-25.827,-221.7,0,0,0,1.54,10.472,0.745,0
14.137,-26.736,-238.054,0.035,0,0,1.515,10.948,0.466,0,0.001,0,-30.568,-235.123,0,0,0,1.514,1.785,0.057,0,-25.807,-221.19,0,0,0,1.538,10.486,0.688,0
14.182,-26.708,-237.557,0.035,0,0,1.515,10.948,0.466,0,0.001,0,-30.539,-234.624,0,0,0,1.514,1.784,0.057,0,-25.787,-220.691,0,0,0,1.536,10.49,0.688,0
14.228,-26.68,-237.06,0.035,0,0,1.515,10.948,0.466,0,0.001,0,-30.511,-234.135,0,0,0,1.514,1.784,0.057,0,-25.766,-220.181,0,0,0,1.534,10.504,0.63,0
14.273,-26.652,-236.563,0.035,0,0,1.514,10.948,0.466,0,0.001,0,-30.483,-233.636,0,0,0,1.514,1.788,0.057,0,-25.744,-219.682,0,0,0,1.531,10.507,0.63,0
14.319,-26.624,-236.066,0.035,0,0,1.514,10.948,0.466,0,0.001,0,-30.454,-233.137,0,0,0,1.514,1.788,0.057,0,-25.721,-219.172,0,0,0,1.529,10.522,0.63,0
14.363,-26.596,-235.57,0.035,0,0,1.514,10.948,0.466,0,0.001,0,-30.425,-232.638,0,0,0,1.514,1.787,0.057,0,-25.697,-218.673,0,0,0,1.527,10.526,0.63,0
14.409,-26.567,-235.073,0.035,0,0,1.514,10.948,0.466,0,0.001,0,-30.396,-232.138,0,0,0,1.513,1.785,0.057,0,-25.672,-218.163,0,0,0,1.526,10.54,0.573,0
14.455,-26.539,-234.576,0.035,0,0,1.514,10.948,0.466,0,0.001,0,-30.367,-231.639,0,0,0,1.513,1.784,0.057,0,-25.646,-217.664,0,0,0,1.524,10.544,0.573,0
14.501,-26.51,-234.079,0.035,0,0,1.514,10.948,0.466,0,0.001,0,-30.338,-231.14,0,0,0,1.513,1.784,0.057,0,-25.619,-217.155,0,0,0,1.522,10.557,0.516,0
14.546,-26.482,-233.582,0.035,0,0,1.514,10.948,0.466,0,0.001,0,-30.309,-230.641,0,0,0,1.513,1.784,0.057,0,-25.592,-216.656,0,0,0,1.52,10.561,0.516,0
14.591,-26.453,-233.086,0.035,0,0,1.513,10.948,0.466,0,0.001,0,-30.28,-230.142,0,0,0,1.513,1.788,0.057,0,-25.564,-216.146,0,0,0,1.519,10.575,0.458,0
14.637,-26.425,-232.589,0.035,0,0,1.513,10.948,0.466,0,0.001,0,-30.252,-229.653,0,0,0,1.513,1.788,0.057,0,-25.536,-215.647,0,0,0,1.517,10.579,0.458,0
14.682,-26.396,-232.092,0.035,0,0,1.513,10.948,0.466,0,0.001,0,-30.222,-229.153,0,0,0,1.513,1.787,0.057,0,-25.506,-215.138,0,0,0,1.516,10.592,0.401,0
14.759,-26.367,-231.595,0.035,0,0,1.513,10.948,0.466,0,0.001,0,-30.193,-228.654,0,0,0,1.512,1.785,0.057,0,-25.477,-214.639,0,0,0,1.515,10.595,0.401,0
14.774,-26.338,-231.098,0.035,0,0,1.513,10.949,0.466,0,0.001,0,-30.164,-228.155,0,0,0,1.512,1.785,0.057,0,-25.446,-214.13,0,0,0,1.513,10.609,0.401,0
14.819,-26.309,-230.601,0.035,0,0,1.513,10.949,0.466,0,0.001,0,-30.135,-227.666,0,0,0,1.512,1.785,0.057,0,-25.415,-213.631,0,0,0,1.512,10.61,0.401,0
14.864,-26.28,-230.105,0.035,0,0,1.513,10.949,0.466,0,0.001,0,-30.105,-227.167,0,0,0,1.512,1.784,0.057,0,-25.383,-213.122,0,0,0,1.511,10.622,0.344,0
14.91,-26.251,-229.608,0.035,0,0,1.512,10.949,0.466,0,0.001,0,-30.075,-226.668,0,0,0,1.512,1.788,0.057,0,-25.352,-212.623,0,0,0,1.51,10.624,0.344,0
14.955,-26.222,-229.111,0.035,0,0,1.512,10.949,0.466,0,0.001,0,-30.046,-226.169,0,0,0,1.512,1.788,0.057,0,-25.319,-212.114,0,0,0,1.509,10.635,0.286,0
15,-26.193,-228.614,0.035,0,0,1.512,10.949,0.466,0,0.001,0,-30.017,-225.68,0,0,0,1.512,1.787,0.057,0,-25.286,-211.605,0,0,0,1.508,10.647,0.286,0
15.046,-26.163,-228.117,0.035,0,0,1.512,10.949,0.466,0,0.001,0,-29.987,-225.18,0,0,0,1.511,1.786,0.057,0,-25.253,-211.106,0,0,0,1.507,10.648,0.286,0
15.091,-26.134,-227.62,0.035,0,0,1.512,10.949,0.466,0,0.001,0,-29.957,-224.681,0,0,0,1.511,1.785,0.057,0,-25.219,-210.597,0,0,0,1.506,10.659,0.229,0
15.137,-26.105,-227.124,0.035,0,0,1.512,10.949,0.466,0,0.001,0,-29.927,-224.182,0,0,0,1.511,1.784,0.057,0,-25.185,-210.098,0,0,0,1.505,10.662,0.229,0
15.183,-26.075,-226.627,0.035,0,0,1.512,10.949,0.466,0,0.001,0,-29.897,-223.683,0,0,0,1.511,1.784,0.057,0,-25.15,-209.589,0,0,0,1.504,10.673,0.229,0
15.227,-26.045,-226.13,0.035,0,0,1.511,10.949,0.466,0,0.001,0,-29.866,-223.184,0,0,0,1.511,1.788,0.057,0,-25.116,-209.091,0,0,0,1.504,10.675,0.229,0
15.273,-26.016,-225.633,0.035,0,0,1.511,10.949,0.466,0,0.001,0,-29.836,-222.685,0,0,0,1.511,1.787,0.057,0,-25.081,-208.582,0,0,0,1.503,10.687,0.172,0
15.319,-25.986,-225.136,0.035,0,0,1.511,10.949,0.466,0,0.001,0,-29.806,-222.186,0,0,0,1.51,1.785,0.057,0,-25.046,-208.083,0,0,0,1.502,10.688,0.172,0
15.364,-25.956,-224.64,0.035,0,0,1.511,10.949,0.466,0,0.001,0,-29.775,-221.687,0,0,0,1.51,1.784,0.057,0,-25.01,-207.574,0,0,0,1.502,10.701,0.172,0
15.41,-25.926,-224.143,0.035,0,0,1.511,10.95,0.466,0,0.001,0,-29.746,-221.198,0,0,0,1.51,1.785,0.057,0,-24.975,-207.075,0,0,0,1.501,10.703,0.172,0
15.455,-25.896,-223.646,0.035,0,0,1.511,10.95,0.466,0,0.001,0,-29.715,-220.699,0,0,0,1.51,1.784,0.057,0,-24.939,-206.567,0,0,0,1.501,10.714,0.115,0
15.5,-25.866,-223.149,0.035,0,0,1.51,10.95,0.466,0,0.001,0,-29.684,-220.2,0,0,0,1.51,1.788,0.057,0,-24.903,-206.068,0,0,0,1.5,10.716,0.115,0
15.545,-25.836,-222.652,0.035,0,0,1.51,10.95,0.466,0,0.001,0,-29.654,-219.701,0,0,0,1.51,1.788,0.057,0,-24.866,-205.559,0,0,0,1.5,10.729,0.115,0
15.591,-25.806,-222.155,0.035,0,0,1.51,10.95,0.466,0,0.001,0,-29.623,-219.201,0,0,0,1.51,1.787,0.057,0,-24.83,-205.061,0,0,0,1.499,10.729,0.115,0
15.637,-25.775,-221.659,0.035,0,0,1.51,10.95,0.466,0,0.001,0,-29.593,-218.712,0,0,0,1.509,1.786,0.057,0,-24.793,-204.552,0,0,0,1.499,10.742,0.115,0
15.682,-25.745,-221.162,0.035,0,0,1.51,10.95,0.466,0,0.001,0,-29.562,-218.213,0,0,0,1.509,1.785,0.057,0,-24.757,-204.053,0,0,0,1.499,10.745,0.115,0
15.728,-25.715,-220.665,0.035,0,0,1.51,10.95,0.466,0,0.001,0,-29.531,-217.714,0,0,0,1.509,1.784,0.057,0,-24.72,-203.545,0,0,0,1.498,10.755,0.057,0
15.773,-25.684,-220.168,0.035,0,0,1.51,10.95,0.466,0,0.001,0,-29.5,-217.215,0,0,0,1.509,1.784,0.057,0,-24.683,-203.046,0,0,0,1.498,10.758,0.057,0
15.819,-25.654,-219.671,0.035,0,0,1.509,10.95,0.466,0,0.001,0,-29.469,-216.726,0,0,0,1.509,1.787,0.057,0,-24.646,-202.537,0,0,0,1.498,10.771,0.057,0
15.864,-25.623,-219.175,0.035,0,0,1.509,10.95,0.466,0,0.001,0,-29.438,-216.227,0,0,0,1.509,1.787,0.057,0,-24.609,-202.039,0,0,0,1.498,10.773,0.057,0
15.91,-25.592,-218.678,0.035,0,0,1.509,10.95,0.466,0,0.001,0,-29.407,-215.728,0,0,0,1.509,1.787,0.057,0,-24.571,-201.53,0,0,0,1.497,10.785,0.057,0
15.954,-25.561,-218.181,0.035,0,0,1.509,10.95,0.466,0,0.001,0,-29.376,-215.229,0,0,0,1.508,1.786,0.057,0,-24.534,-201.032,0,0,0,1.497,10.786,0.057,0
16.001,-25.531,-217.684,0.035,0,0,1.509,10.95,0.466,0,0.001,0,-29.344,-214.73,0,0,0,1.508,1.784,0.057,0,-24.496,-200.523,0,0,0,1.497,10.799,0.057,0
16.046,-25.5,-217.188,0.035,0,0,1.509,10.951,0.466,0,0.001,0,-29.313,-214.231,0,0,0,1.508,1.784,0.057,0,-24.459,-200.024,0,0,0,1.497,10.802,0.057,0
16.092,-25.469,-216.691,0.035,0,0,1.509,10.951,0.466,0,0.001,0,-29.281,-213.732,0,0,0,1.508,1.783,0.057,0,-24.422,-199.516,0,0,0,1.497,10.813,0.057,0
16.137,-25.437,-216.194,0.035,0,0,1.508,10.951,0.466,0,0.001,0,-29.249,-213.233,0,0,0,1.508,1.788,0.057,0,-24.384,-199.017,0,0,0,1.497,10.817,0.057,0
16.182,-25.406,-215.697,0.035,0,0,1.508,10.951,0.466,0,0.001,0,-29.218,-212.734,0,0,0,1.508,1.788,0.057,0,-24.347,-198.508,0,0,0,1.497,10.829,0,0
16.228,-25.375,-215.2,0.035,0,0,1.508,10.951,0.466,0,0.001,0,-29.186,-212.245,0,0,0,1.507,1.785,0.057,0,-24.309,-198.01,0,0,0,1.497,10.83,0,0
16.273,-25.344,-214.704,0.035,0,0,1.508,10.951,0.466,0,0.001,0,-29.155,-211.746,0,0,0,1.507,1.785,0.057,0,-24.271,-197.501,0,0,0,1.496,10.843,0,0
16.318,-25.312,-214.207,0.035,0,0,1.508,10.951,0.466,0,0.001,0,-29.123,-211.247,0,0,0,1.507,1.785,0.057,0,-24.234,-197.003,0,0,0,1.496,10.844,0,0
16.364,-25.281,-213.71,0.035,0,0,1.508,10.951,0.466,0,0.001,0,-29.091,-210.748,0,0,0,1.507,1.784,0.057,0,-24.196,-196.494,0,0,0,1.496,10.857,0,0
16.409,-25.249,-213.213,0.035,0,0,1.508,10.951,0.466,0,0.001,0,-29.059,-210.259,0,0,0,1.507,1.784,0.057,0,-24.159,-195.995,0,0,0,1.496,10.859,0,0
16.455,-25.218,-212.717,0.035,0,0,1.507,10.951,0.466,0,0.001,0,-29.027,-209.76,0,0,0,1.507,1.787,0.057,0,-24.121,-195.487,0,0,0,1.496,10.872,0,0
16.501,-25.186,-212.22,0.035,0,0,1.507,10.951,0.466,0,0.001,0,-28.995,-209.261,0,0,0,1.507,1.787,0.057,0,-24.083,-194.988,0,0,0,1.496,10.875,0,0
16.545,-25.154,-211.723,0.035,0,0,1.507,10.951,0.466,0,0.001,0,-28.962,-208.762,0,0,0,1.506,1.785,0.057,0,-24.045,-194.48,0,0,0,1.496,10.886,0,0
16.591,-25.122,-211.226,0.035,0,0,1.507,10.951,0.466,0,0.001,0,-28.93,-208.263,0,0,0,1.506,1.785,0.057,0,-24.008,-193.981,0,0,0,1.496,10.888,0,0
